TimeStamp (s),GlbAccX (m/s^2),GlbAccY (m/s^2),GlbAccZ (m/s^2),GlbVelX (m/s),GlbVelY (m/s),GlbVelZ (m/s),GlbPosX (m),GlbPosY (m),GlbPosZ (m)
66.06,1.0556841203693632,-0.36031354366049295,0.023680783351610085,0.21798477357847001,-0.05176320663412042,0.04082357797911448,0.027337455937132084,-0.474690483519176,-0.24473008528336976
66.07,0.5864966729904133,-0.3599016807374695,-0.30023286993684306,0.22619567754526143,-0.055364282756106956,0.03944081754618957,0.02955835819274872,-0.47522612096612665,-0.2443287633057436
66.08,0.25151814186213095,-0.2619629077041804,-0.5402216749698866,0.2303857516195263,-0.0584736056983168,0.03523854482165377,0.03184126533857383,-0.47579531040839906,-0.2439553664939042
66.09,0.20348135725396088,-0.1047350055035205,-0.5614844815140222,0.23266074911510792,-0.06030709526435624,0.02973001403923141,0.03415649784224818,-0.4763892139132127,-0.24363052369959962
66.1,0.31352391745275443,0.032701981246665235,-0.5326068904065511,0.23524577548863915,-0.060667260385640194,0.024259557179633517,0.03649603046526479,-0.4769940856914621,-0.24336057584350554
66.11,0.49985409473086523,0.16579282648476085,-1.006216034361998,0.23931266554955932,-0.059674786346982554,0.016565442555786836,0.038868822670457,-0.4775957959251255,-0.24315645084482834
66.12,0.6938544872941094,0.16236478417597527,-1.1077913563880104,0.24528120845968726,-0.05803399829367804,0.005995405602031387,0.04129179204050447,-0.47818433984832914,-0.24304364660403918
66.13,0.5503528345362734,0.1954344878236795,-0.7523801147139644,0.2515022450688335,-0.05624500193368139,-0.0033054517534700286,0.04377570930814481,-0.47875573484946543,-0.24303019683479637
66.14,0.08855370288885422,0.214031241378566,-1.684650580938143,0.2546967777559608,-0.05419767328766912,-0.0154906052317368,0.04630670442227008,-0.4793079482255725,-0.24312417711972245
66.15,0.07740460905278368,0.12757331916103232,-1.6389056364752068,0.2555265693156694,-0.05248965048497026,-0.03210838631881205,0.04885782115762953,-0.47984138484443595,-0.24336217207747532
66.16,0.09787987255963093,0.1832260912691409,-0.8271538058758159,0.2564029917237307,-0.050935653432820804,-0.04443868353055595,0.0514174689628242,-0.4803585113640244,-0.2437449074267218
66.17,-0.07584956623902728,0.17050401192131076,-0.5863869736068884,0.2565131432553338,-0.04916700291686764,-0.05150638742797309,0.05398204963772084,-0.4808590246457731,-0.2442246327815147
66.18,-0.2566390595476854,0.1840449191483713,-1.087453615324199,0.2548507001263994,-0.04739425826151832,-0.059875590372632806,0.05653886885463081,-0.48134183095166533,-0.24478154267051802
66.19,-0.237197853724346,0.23676910061326756,-1.6364762479414,0.25238151556004146,-0.04529018816271204,-0.07349523968894842,0.059075029933060706,-0.48180525318378603,-0.2454483968208253
66.2,-0.17510055794183588,0.19963054802804178,-2.2988442219705227,0.2503200235017095,-0.04310818991950438,-0.0931718420385181,0.06158853762837075,-0.48224724507419736,-0.24628173222946306
66.21,-0.1466514141859625,0.3134671499019857,-2.268669574501479,0.248711263641072,-0.040542701429856574,-0.11600941102085734,0.06408369406408239,-0.4826654995309438,-0.247327638494759
66.22,-0.5059577393143044,0.3918689192476593,-1.6978544002728115,0.245448217873569,-0.037016021084106544,-0.13584203089473892,0.06655449147165686,-0.4830532931435138,-0.24858689570433762
66.23,-1.132366077449262,0.42962235522552206,-0.5851371212345856,0.23725659878974698,-0.03290856471173854,-0.14725698850228175,0.06896801555497467,-0.4834029160724932,-0.25000239080132347
66.24,-1.7033277455499447,0.6315959238018576,-0.09314173362382128,0.22307812967476384,-0.027602473316606466,-0.1506483827765707,0.07126968919729514,-0.48370547126263463,-0.2514919176577164
66.25,-2.1927585307254587,0.7927240618474644,-0.6572816144010364,0.20359769829337687,-0.020480873388356212,-0.1544004995166969,0.07340306833713693,-0.48394588799615956,-0.2530171620691835
66.26,-2.2858902411817676,0.9261941016488014,-1.345848499536889,0.1812044544338293,-0.011886282570870486,-0.16441615008639165,0.07532707910077395,-0.4841077237759558,-0.25461124531719975
66.27,-2.0408285004200297,0.9500546491813708,-1.4442483695592154,0.15957086072583998,-0.0025050388167281567,-0.1783666344318595,0.07703095567657074,-0.4841796803828937,-0.25632515923978944
66.28,-1.57615748995587,0.7760078306205807,-1.0736138061890688,0.14148593077395122,0.006125273582286017,-0.19095594531060736,0.07853623963407047,-0.48416157920906594,-0.25817177213850273
66.29,-1.051612942263187,0.4926580788117093,-1.2931607001163525,0.12834707861284922,0.012468603129450712,-0.2027898178421405,0.07988540468100516,-0.4840686098255072,-0.2601405009542675
66.3,-0.540916959995341,0.2662844106736151,-1.247487465334363,0.12038442910156383,0.016263315576873882,-0.21549305866938254,0.0811290622195761,-0.4839249502319757,-0.2622319153368232
66.31,-0.23559545781840993,0.001071652079668306,-0.7566733015436431,0.11650186701249308,0.017600095890640984,-0.2255138625037777,0.08231349370014698,-0.48375563317463804,-0.2644369499426901
66.32,-0.10463389275326945,-0.17849332711054522,-0.4078561932988033,0.11480072025963624,0.016712987515487405,-0.23133650997798463,0.08347000663650658,-0.48358406775760754,-0.26672120180509684
66.33,-0.3071228509961916,-0.24817581453097082,-0.2113631591198296,0.11274193654088788,0.014579641807278734,-0.23443260674007937,0.08460771992050979,-0.48342760461099366,-0.2690500473886884
66.34,-0.4845607881396345,-0.31870958086742995,0.334141656532702,0.10878351834520672,0.01174521483028528,-0.2338187142530147,0.08571534719494082,-0.48329598032780574,-0.271391303993655
66.35,-0.5406700039463826,-0.22288661832576806,1.1839590449322683,0.10365736438478129,0.009037233834321753,-0.22622821074569677,0.0867775516085898,-0.4831920680844828,-0.2736915386186465
66.36,-0.5667631931340291,-0.18115155795509413,1.659330664113956,0.0981201983993764,0.007017042952916408,-0.21201176220045836,0.0877864394225111,-0.48311179670054655,-0.27588273848337835
66.37,-1.0661610076099506,0.017268288163975853,1.5518092665001713,0.08995557739565233,0.006197626603960398,-0.19595606254737952,0.08872681830148672,-0.48304572335276214,-0.2779225776071186
66.38,-1.546937591168585,0.2214123599100449,1.1794361132248117,0.07689008440177153,0.007391029844329416,-0.18229983564876703,0.08956104661047308,-0.4829777800705207,-0.2798138570980976
66.39,-1.8844462196888236,0.3986815165732718,0.7705008588518081,0.059733165347475706,0.010491499226747586,-0.17255015078837896,0.09024416285921967,-0.4828883674251653,-0.2815881070302842
